C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_48_843.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_48_843.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_48_843.jpg, 0, 0, 0, 7.819745E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_48_946.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_48_946.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_48_946.jpg, 0, 0, 0, 7.826274E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_49_054.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_49_054.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_49_054.jpg, 0, 0, 0, 7.971632E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_49_155.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_49_155.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_49_155.jpg, 0, 0, 0, 8.276501E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_49_266.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_49_266.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_49_266.jpg, 0, 0, 0, 7.803061E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_49_368.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_49_368.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_49_368.jpg, 0, 0, 0, 7.945787E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_49_480.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_49_480.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_49_480.jpg, 0, 0, 0, 7.836376E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_49_580.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_49_580.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_49_580.jpg, 0, 0, 0, 7.812311E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_49_681.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_49_681.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_49_681.jpg, 0, 0, 0, 7.816118E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_49_781.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_49_781.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_49_781.jpg, 0, 0, 0, 7.809413E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_49_889.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_49_889.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_49_889.jpg, 0, 0, 0, 7.799209E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_49_995.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_49_995.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_49_995.jpg, 0, 0, 0, 8.040853E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_50_105.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_50_105.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_50_105.jpg, 0, 0, 0, 7.854138E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_50_206.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_50_206.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_50_206.jpg, 0, 0, 0, 7.994889E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_50_313.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_50_313.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_50_313.jpg, 0, 0, 0, 7.894893E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_50_418.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_50_418.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_50_418.jpg, 0, 0, 0, 7.832654E-05
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_50_533.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_50_533.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_50_533.jpg, 0, 0.1524537, 0, 0.06594639
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_50_641.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_50_641.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_50_641.jpg, 0, 0.473673, 0, 0.450235
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_50_742.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_50_742.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_50_742.jpg, 0, 0.7532859, 0, 1.13878
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_50_844.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_50_844.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_50_844.jpg, -0.2736471, 1, 0, 2.26862
C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\center_2024_06_19_12_58_50_945.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\left_2024_06_19_12_58_50_945.jpg, C:\Users\rohan\OneDrive\Desktop\TRTC 2024\IMG\right_2024_06_19_12_58_50_945.jpg, -0.4502724, 1, 0, 3.413672
