C:\Users\PC\Desktop\Training data\IMG\center_2024_07_07_13_01_39_081.jpg, C:\Users\PC\Desktop\Training data\IMG\left_2024_07_07_13_01_39_081.jpg, C:\Users\PC\Desktop\Training data\IMG\right_2024_07_07_13_01_39_081.jpg, 0, 0, 0, 4.823405E-05
C:\Users\PC\Desktop\Training data\IMG\center_2024_07_07_13_01_39_185.jpg, C:\Users\PC\Desktop\Training data\IMG\left_2024_07_07_13_01_39_185.jpg, C:\Users\PC\Desktop\Training data\IMG\right_2024_07_07_13_01_39_185.jpg, 0, 0, 0, 4.440955E-05
C:\Users\PC\Desktop\Training data\IMG\center_2024_07_07_13_01_39_287.jpg, C:\Users\PC\Desktop\Training data\IMG\left_2024_07_07_13_01_39_287.jpg, C:\Users\PC\Desktop\Training data\IMG\right_2024_07_07_13_01_39_287.jpg, 0, 0, 0, 4.157449E-05
C:\Users\PC\Desktop\Training data\IMG\center_2024_07_07_13_01_39_387.jpg, C:\Users\PC\Desktop\Training data\IMG\left_2024_07_07_13_01_39_387.jpg, C:\Users\PC\Desktop\Training data\IMG\right_2024_07_07_13_01_39_387.jpg, 0, 0, 0, 3.798023E-05
C:\Users\PC\Desktop\Training data\IMG\center_2024_07_07_13_01_39_491.jpg, C:\Users\PC\Desktop\Training data\IMG\left_2024_07_07_13_01_39_491.jpg, C:\Users\PC\Desktop\Training data\IMG\right_2024_07_07_13_01_39_491.jpg, 0, 0, 0, 5.098E-05
C:\Users\PC\Desktop\Training data\IMG\center_2024_07_07_13_01_39_592.jpg, C:\Users\PC\Desktop\Training data\IMG\left_2024_07_07_13_01_39_592.jpg, C:\Users\PC\Desktop\Training data\IMG\right_2024_07_07_13_01_39_592.jpg, 0, 0, 0, 5.875956E-05
C:\Users\PC\Desktop\Training data\IMG\center_2024_07_07_13_01_39_693.jpg, C:\Users\PC\Desktop\Training data\IMG\left_2024_07_07_13_01_39_693.jpg, C:\Users\PC\Desktop\Training data\IMG\right_2024_07_07_13_01_39_693.jpg, 0, 0.0456723, 0, 0.002276235
C:\Users\PC\Desktop\Training data\IMG\center_2024_07_07_13_01_39_795.jpg, C:\Users\PC\Desktop\Training data\IMG\left_2024_07_07_13_01_39_795.jpg, C:\Users\PC\Desktop\Training data\IMG\right_2024_07_07_13_01_39_795.jpg, 0, 0.3514029, 0, 0.3000637
C:\Users\PC\Desktop\Training data\IMG\center_2024_07_07_13_01_39_896.jpg, C:\Users\PC\Desktop\Training data\IMG\left_2024_07_07_13_01_39_896.jpg, C:\Users\PC\Desktop\Training data\IMG\right_2024_07_07_13_01_39_896.jpg, 0, 0.6428174, 0, 0.8977214
C:\Users\PC\Desktop\Training data\IMG\center_2024_07_07_13_01_39_996.jpg, C:\Users\PC\Desktop\Training data\IMG\left_2024_07_07_13_01_39_996.jpg, C:\Users\PC\Desktop\Training data\IMG\right_2024_07_07_13_01_39_996.jpg, 0, 0.954014, 0, 1.888481
C:\Users\PC\Desktop\Training data\IMG\center_2024_07_07_13_01_40_101.jpg, C:\Users\PC\Desktop\Training data\IMG\left_2024_07_07_13_01_40_101.jpg, C:\Users\PC\Desktop\Training data\IMG\right_2024_07_07_13_01_40_101.jpg, 0, 1, 0, 3.016472
